Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,140.00399780273438,140.86000061035156,139.65499877929688,140.02699279785156,140.02699279785156,0
2019-01-01,139.75,139.77999877929688,138.02999877929688,139.60000610351562,139.60000610351562,0
2019-01-02,139.8489990234375,139.8489990234375,137.4459991455078,139.85800170898438,139.85800170898438,0
2019-01-03,134.4929962158203,136.73399353027344,133.90899658203125,134.48399353027344,134.48399353027344,0
2019-01-04,136.2010040283203,137.9499969482422,135.83200073242188,136.14100646972656,136.14100646972656,0
2019-01-07,138.12100219726562,138.6750030517578,137.66299438476562,138.18299865722656,138.18299865722656,0
2019-01-08,138.89999389648438,139.38699340820312,138.1230010986328,138.8560028076172,138.8560028076172,0
2019-01-09,138.51600646972656,139.06100463867188,137.76100158691406,138.54200744628906,138.54200744628906,0
2019-01-10,138.42799377441406,138.47500610351562,137.41900634765625,138.46299743652344,138.46299743652344,0
2019-01-11,138.1490020751953,139.0919952392578,137.7030029296875,138.08999633789062,138.08999633789062,0
2019-01-14,139.36500549316406,139.99000549316406,138.60899353027344,139.35800170898438,139.35800170898438,0
2019-01-15,139.35800170898438,140.42300415039062,138.51199340820312,139.343994140625,139.343994140625,0
2019-01-16,139.8560028076172,140.31900024414062,138.99099731445312,139.83900451660156,139.83900451660156,0
2019-01-17,140.4709930419922,141.09500122070312,139.5540008544922,140.49000549316406,140.49000549316406,0
2019-01-18,141.6909942626953,142.06700134277344,141.22300720214844,141.70799255371094,141.70799255371094,0
2019-01-21,140.9149932861328,141.5189971923828,140.69700622558594,140.91900634765625,140.91900634765625,0
2019-01-22,141.36700439453125,141.86900329589844,140.6490020751953,141.34500122070312,141.34500122070312,0
2019-01-23,141.6909942626953,143.5489959716797,141.66000366210938,141.68899536132812,141.68899536132812,0
2019-01-24,143.21800231933594,143.5330047607422,142.73199462890625,143.2310028076172,143.2310028076172,0
2019-01-25,143.6840057373047,144.4770050048828,143.41299438476562,143.78199768066406,143.78199768066406,0
2019-01-28,144.4669952392578,144.4980010986328,143.61000061035156,144.48800659179688,144.48800659179688,0
2019-01-29,143.78500366210938,144.43299865722656,143.42599487304688,143.74000549316406,143.74000549316406,0
2019-01-30,143.10499572753906,143.57400512695312,142.8209991455078,143.05999755859375,143.05999755859375,0
2019-01-31,142.906005859375,143.16000366210938,142.25100708007812,142.91000366210938,142.91000366210938,0
2019-02-01,142.6790008544922,143.45199584960938,142.09800720214844,142.6820068359375,142.6820068359375,0
2019-02-04,143.16700744628906,144.13999938964844,143.14999389648438,143.10499572753906,143.10499572753906,0
2019-02-05,143.3090057373047,143.47999572753906,142.05299377441406,143.2899932861328,143.2899932861328,0
2019-02-06,142.42300415039062,142.50599670410156,141.7899932861328,142.43899536132812,142.43899536132812,0
2019-02-07,142.2310028076172,142.61000061035156,141.11500549316406,142.21800231933594,142.21800231933594,0
2019-02-08,142.1320037841797,142.50900268554688,141.85400390625,142.1230010986328,142.1230010986328,0
2019-02-11,142.0570068359375,142.49899291992188,141.875,142.00999450683594,142.00999450683594,0
2019-02-12,142.0030059814453,142.49000549316406,141.8800048828125,142.0,142.0,0
2019-02-13,142.447998046875,143.2989959716797,142.42599487304688,142.47000122070312,142.47000122070312,0
2019-02-14,142.59300231933594,143.0260009765625,141.30099487304688,142.59100341796875,142.59100341796875,0
2019-02-15,141.4510040283203,142.16000366210938,141.0229949951172,141.4550018310547,141.4550018310547,0
2019-02-18,142.62399291992188,142.99600219726562,142.5,142.677001953125,142.677001953125,0
2019-02-19,142.8800048828125,144.27999877929688,142.4770050048828,142.89999389648438,142.89999389648438,0
2019-02-20,144.4340057373047,145.02000427246094,144.14199829101562,144.41000366210938,144.41000366210938,0
2019-02-21,144.48599243164062,144.91400146484375,144.11199951171875,144.48800659179688,144.48800659179688,0
2019-02-22,144.35000610351562,144.73699951171875,143.77999877929688,144.3679962158203,144.3679962158203,0
2019-02-25,144.69700622558594,145.06700134277344,144.4499969482422,144.71400451660156,144.71400451660156,0
2019-02-26,145.7429962158203,147.00900268554688,145.38099670410156,145.76100158691406,145.76100158691406,0
2019-02-27,146.5780029296875,148.0240020751953,146.1580047607422,146.56100463867188,146.56100463867188,0
2019-02-28,147.62399291992188,148.22300720214844,146.98599243164062,147.63600158691406,147.63600158691406,0
2019-03-01,147.71800231933594,148.56300354003906,147.69000244140625,147.70399475097656,147.70399475097656,0
2019-03-04,148.15499877929688,148.2969970703125,147.11700439453125,148.14999389648438,148.14999389648438,0
2019-03-05,147.26800537109375,147.7209930419922,146.61700439453125,147.2969970703125,147.2969970703125,0
2019-03-06,147.13999938964844,147.16299438476562,146.6699981689453,147.13999938964844,147.13999938964844,0
2019-03-07,147.13400268554688,147.2740020751953,146.02499389648438,147.1269989013672,147.1269989013672,0
2019-03-08,146.14100646972656,146.14100646972656,144.52000427246094,146.12899780273438,146.12899780273438,0
2019-03-11,144.2100067138672,145.66299438476562,143.72300720214844,144.25900268554688,144.25900268554688,0
2019-03-12,147.44500732421875,147.44500732421875,144.63299560546875,147.4739990234375,147.4739990234375,0
2019-03-13,145.4250030517578,147.16700744628906,145.41799926757812,145.40499877929688,145.40499877929688,0
2019-03-14,147.70199584960938,148.85800170898438,147.4029998779297,147.71299743652344,147.71299743652344,0
2019-03-15,148.16000366210938,148.26600646972656,147.4459991455078,148.156005859375,148.156005859375,0
2019-03-18,148.3179931640625,148.37600708007812,147.01600646972656,148.32899475097656,148.32899475097656,0
2019-03-19,147.72500610351562,148.0189971923828,147.5189971923828,147.69700622558594,147.69700622558594,0
2019-03-20,147.86399841308594,148.06199645996094,146.56500244140625,147.83799743652344,147.83799743652344,0
2019-03-21,146.10899353027344,146.38299560546875,144.8699951171875,146.1199951171875,146.1199951171875,0
2019-03-22,145.46600341796875,145.73399353027344,144.54400634765625,145.48199462890625,145.48199462890625,0
2019-03-25,145.41299438476562,145.78599548339844,144.6699981689453,145.36500549316406,145.36500549316406,0
2019-03-26,145.35699462890625,146.42999267578125,145.0240020751953,145.447998046875,145.447998046875,0
2019-03-27,145.99000549316406,146.3769989013672,145.52999877929688,146.02000427246094,146.02000427246094,0
2019-03-28,145.30599975585938,145.4969940185547,144.5,145.322998046875,145.322998046875,0
2019-03-29,144.44000244140625,145.38400268554688,143.87899780273438,144.42100524902344,144.42100524902344,0
2019-04-01,144.51499938964844,146.25999450683594,144.41900634765625,144.53399658203125,144.53399658203125,0
2019-04-02,145.60299682617188,145.64500427246094,144.94400024414062,145.63299560546875,145.63299560546875,0
2019-04-03,146.1009979248047,147.17100524902344,146.0,146.10400390625,146.10400390625,0
2019-04-04,146.7550048828125,146.9459991455078,145.74099731445312,146.76300048828125,146.76300048828125,0
2019-04-05,145.9499969482422,146.5050048828125,145.28900146484375,145.96400451660156,145.96400451660156,0
2019-04-08,145.60800170898438,145.6219940185547,145.10499572753906,145.63099670410156,145.63099670410156,0
2019-04-09,145.55999755859375,145.98300170898438,144.81300354003906,145.5760040283203,145.5760040283203,0
2019-04-10,144.9600067138672,145.64100646972656,144.95899963378906,145.05799865722656,145.05799865722656,0
2019-04-11,145.36099243164062,145.91600036621094,145.177001953125,145.3300018310547,145.3300018310547,0
2019-04-12,145.72300720214844,146.96600341796875,145.69000244140625,145.72000122070312,145.72000122070312,0
2019-04-15,146.57899475097656,146.96600341796875,146.36099243164062,146.5679931640625,146.5679931640625,0
2019-04-16,146.63699340820312,146.73899841308594,146.0,146.61000061035156,146.61000061035156,0
2019-04-17,146.02699279785156,146.33599853515625,145.85299682617188,146.03199768066406,146.03199768066406,0
2019-04-18,146.05799865722656,146.05799865722656,145.40899658203125,146.02000427246094,146.02000427246094,0
2019-04-19,145.46800231933594,145.54299926757812,145.3300018310547,145.48899841308594,145.48899841308594,0
2019-04-22,145.38999938964844,145.4980010986328,145.1999969482422,145.39199829101562,145.39199829101562,0
2019-04-23,145.28900146484375,145.61300659179688,144.70399475097656,145.28900146484375,145.28900146484375,0
2019-04-24,144.71299743652344,144.8820037841797,144.39999389648438,144.73699951171875,144.73699951171875,0
2019-04-25,144.69000244140625,144.8470001220703,143.82200622558594,144.6999969482422,144.6999969482422,0
2019-04-26,143.86500549316406,144.41400146484375,143.74000549316406,143.88800048828125,143.88800048828125,0
2019-04-29,144.2100067138672,144.71400451660156,144.1719970703125,144.1999969482422,144.1999969482422,0
2019-04-30,144.4199981689453,145.35400390625,144.0469970703125,144.46499633789062,144.46499633789062,0
2019-05-01,145.27999877929688,145.68800354003906,145.2689971923828,145.29800415039062,145.29800415039062,0
2019-05-02,145.468994140625,145.8520050048828,145.11199951171875,145.4770050048828,145.4770050048828,0
2019-05-03,145.28199768066406,146.5019989013672,144.8000030517578,145.30799865722656,145.30799865722656,0
2019-05-06,145.4340057373047,145.54100036621094,144.99000549316406,145.47900390625,145.47900390625,0
2019-05-07,145.1179962158203,145.35299682617188,143.96499633789062,145.11500549316406,145.11500549316406,0
2019-05-08,144.04200744628906,144.06500244140625,143.0590057373047,144.05999755859375,144.05999755859375,0
2019-05-09,143.1529998779297,143.18099975585938,142.2760009765625,143.1580047607422,143.1580047607422,0
2019-05-10,142.9080047607422,143.21800231933594,142.49000549316406,142.83900451660156,142.83900451660156,0
2019-05-13,142.60499572753906,142.86700439453125,141.33099365234375,142.62600708007812,142.62600708007812,0
2019-05-14,141.52099609375,142.16400146484375,141.36000061035156,141.48300170898438,141.48300170898438,0
2019-05-15,141.5469970703125,141.63400268554688,140.21200561523438,141.54100036621094,141.54100036621094,0
2019-05-16,140.57899475097656,140.79100036621094,140.20399475097656,140.63600158691406,140.63600158691406,0
2019-05-17,140.57200622558594,140.64300537109375,139.56300354003906,140.60000610351562,140.60000610351562,0
2019-05-20,140.21400451660156,140.5070037841797,139.7449951171875,140.23599243164062,140.23599243164062,0
2019-05-21,140.08999633789062,141.4600067138672,139.6510009765625,140.08999633789062,140.08999633789062,0
2019-05-22,140.4510040283203,140.68099975585938,139.34300231933594,140.4929962158203,140.4929962158203,0
2019-05-23,139.56900024414062,139.56900024414062,138.7310028076172,139.572998046875,139.572998046875,0
2019-05-24,138.7169952392578,139.4770050048828,138.531005859375,138.7220001220703,138.7220001220703,0
